4712ce8c-20da-41dd-9b5f-83570644c172;PILOTING2;1;4;2;1;0;10000;0;0;1;1;
7d89d885-9f0a-48ff-987c-d48b44ae20f8;REACTOR4;11;5;2;2;0;8000;0;0;39;0;1;
70ac4ea5-0625-4f3e-abfd-e42980458f7a;OXYGEN1;3;4;2;1;0;1000;1;0;16;1;1;
5b5f42a6-bdf4-4223-af80-cc42d122de97;DOOR_CONTROL3;10;4;2;1;0;3000;0;0;15;1;1;
f6e30bc9-c304-4244-bbab-dca4a3101bab;ENGINES2;4;2;2;1;0;1400;0;0;1;1;1;
955a519f-545a-431f-aef3-e9b3388f597c;HYPERDRIVE1;2;2;2;2;0;1000;0;0;47;0;1;
e4e9de7d-c4bc-4373-b17e-1fcf94a2a51c;SHIELDS5;8;2;2;2;0;5000;10;0;37;0;1;
6b5e1a52-990d-41a4-9bc4-0544f8470e2b;BOU_GAT_LASER3;6;2;2;2;0;1500;0;0;52;0;0.0;0.0;0.0;0;
8a3bef41-1ed9-4b7e-809b-109c640bf40b;BOU_Dual_laser3;11;2;2;2;0;1200;0;0;37;0;0.0;0.0;0.0;0;
8ea3f3e4-ac20-4ac6-9642-7e9b0bed8564;WEAPONS_CONTROL1;4;6;2;1;0;2000;0;0;1;1;
78cb4b5d-c89b-4287-990a-b8417dce04f0;SENSORS3;5;4;2;1;0;2000;0;0;13;1;1;
