7ac03003-1a7a-463d-bc94-52c739f076a7;PILOTING2;15;6;2;1;0;10000;0;0;1;1;
b50bd410-dbac-448f-a074-5a289c33a3f9;REACTOR4;13;7;2;2;0;8000;0;0;37;0;1;
9437ae01-cf79-42c7-862b-aa529df9d1e8;OXYGEN2;13;6;2;1;0;2000;2;0;1;1;1;
cd0d1176-7798-45ce-ba3b-8b6b2f5c9aee;DOOR_CONTROL3;11;8;2;1;0;3000;0;0;1;1;1;
0957267d-e341-483b-8054-bea9130cd5fa;ENGINES4;2;6;2;1;0;2000;0;0;1;1;1;
9a368e82-9a87-45a0-875e-f552b776c520;HYPERDRIVE1;13;4;2;2;0;1000;0;0;38;0;1;
a188f33d-f8e7-4e02-b3cc-816c91376900;SHIELDS1;9;7;2;2;0;1000;2;0;39;0;1;
d066c780-dab2-41c4-bfe7-f88fd7a2978f;BOU_Dual_emp1;9;4;2;2;0;900;0;0;37;0;0.0;0.0;0.0;0;
6ff74885-c7a0-4d94-88a6-5b19de23ce96;WEAPONS_CONTROL1;11;4;2;1;0;2000;0;0;1;1;
1b61806c-36b2-4754-b834-fcef4d040295;SENSORS1;11;6;2;1;0;1000;0;0;1;1;1;
ce0ff521-9690-4481-83fa-c5eb3bd00443;CAPACITOR1;4;6;2;1;0;2000;0;0;0;0;
6e895838-d6ca-4c61-942e-7883733fce24;BOU_TELEPORT2;4;5;2;1;0;1000;2;1600;7;1;1;
