8f649834-b0ca-404d-a719-5ada16c6b8bf;PILOTING2;4;7;2;1;0;10000;0;0;1;1;
036de536-0f94-4d1b-b423-4c1d24cfb365;REACTOR4;2;6;2;2;0;8000;0;0;47;0;1;
33f44c73-81dc-43b7-acc0-c16ab499a512;OXYGEN1;4;3;2;1;0;1000;1;0;1;1;1;
dfbb5b86-3f4a-49a4-9499-fa4685caf409;DOOR_CONTROL2;10;6;2;1;0;2000;0;0;14;1;1;
56790bf3-36aa-4275-9648-44119d64884a;ENGINES3;11;4;2;1;0;1800;0;0;1;1;1;
90b77f37-1a3c-4374-bb67-9263253c6041;HYPERDRIVE3;7;5;2;2;0;4000;0;0;51;0;1;
31e20c84-6bb5-4fd3-b483-ef55754782c6;SHIELDS1;2;3;2;2;0;1000;2;0;47;0;1;
7e40e1f3-efe4-4e6e-9146-4c226897ebfd;Emp1;9;4;2;2;0;1000;0;0;59;0;0.0;0.0;0.0;0;
8ba6ec0f-8401-4a20-af2e-9be01cf88911;Heavy_flamer2;14;4;2;2;0;1000;0;0;37;0;0.0;0.0;0.0;0;
e1979b29-e811-43ae-b28b-f5a9c085f930;WEAPONS_CONTROL2;7;4;2;1;0;4000;0;0;2;1;
1756e115-f611-42c0-936a-aa50a4524d1a;SENSORS2;3;5;2;1;0;2000;0;0;14;1;1;
