6576.0;1992.0;0ff3cefc-efd0-42a0-90cc-1adea2ecb75d
5208.0;7824.0;c5092ba2-b375-4cc8-b119-e9407bbcfd4c
4752.0;2544.0;44824cd2-7fcb-4e8f-9c0a-34cada6a0603
12864.0;13512.0;eeb4d542-8681-4e0e-8442-65ac1dbc47fb
5568.0;12264.0;9afd714c-f901-4014-9950-a85be21b2b9c
960.0;8856.0;22c41cd7-63fb-42a7-a704-e58ea1aba4e0
8160.0;2208.0;1fdd9327-fd5e-4dc8-83b8-1b45ab9ddaaf
11304.0;10512.0;d1ccb134-6829-4cfb-8df7-7a1cf0850caa
5376.0;10872.0;42a8b825-af76-4d99-926a-dd8b93dd39a1
7536.0;8352.0;04669d5d-103d-406f-8d4a-1263c2474c1c
12744.0;3504.0;2d720f21-0950-4e9a-8706-3598cf9644a4
8640.0;5496.0;37d717b5-9020-47ca-a494-b0f036e485f1
9024.0;10224.0;d2d14f1c-4bc0-46a9-9fc3-6390978139f5
792.0;8544.0;d3b3a7f9-41cc-4c5e-ad99-9c5b5d00ae66
10320.0;5880.0;752a9949-316f-425a-b406-ec2e991446b0
