c6b7c1dc-6dbf-4255-8565-1da5f52273e2;5954.490061600897;7789.911342480409;0.0;0.0;303;8;Pleasant Nemamiah;2;none;0;0;0;
409f30eb-f00d-46da-bc30-39b19bab09dc;5323.007679718543;8157.89384102313;0.0;0.0;0;8;Pleasant Nemamiah;3;none;0;0;0;
fa9b88fe-7ab4-4fdb-9741-3824afc34f54;5416.212496344191;7445.898164286042;0.0;0.0;206;8;Pleasant Nemamiah;3;none;0;0;0;
75e0d308-61a7-4488-b279-8e2625cbf3b7;5597.527718495807;7481.866168316552;0.0;0.0;147;8;Pleasant Nemamiah;3;none;0;0;0;
776ef237-3799-4ab2-88ec-53a037df9dea;5452.600444682248;7513.6505876207;0.0;0.0;323;8;Pleasant Nemamiah;2;none;0;0;0;
cb826197-ef4e-47d6-8daf-17490fcc2546;6083.434515525197;7998.498699419734;0.0;0.0;303;0;Pleasant Nemamiah;3;none;1;0;0;
f29020e3-aa1f-4b71-8d41-51349851f737;5898.5113425010895;7395.504302918705;0.0;0.0;57;0;Pleasant Nemamiah;1;none;0;1;0;
e384aa9c-25b3-4e96-b392-906c255dec01;3655.2413284194195;5224.374087077908;0.0;0.0;287;10;Enthusiastic Pancake;1;none;0;0;0;
b56a6c4e-dec3-4f3c-8a38-633001c98c1a;4311.936625079488;4483.931791968143;0.0;0.0;138;10;Enthusiastic Pancake;1;none;0;0;0;
d110c6da-64b9-4f50-bb21-53dc00b38388;3817.3827986368324;4799.889237498114;0.0;0.0;172;10;Enthusiastic Pancake;1;none;0;0;0;
5594fa67-e153-4cae-8025-94799f5b888b;4101.848557613487;4722.673309204563;0.0;0.0;138;10;Enthusiastic Pancake;2;none;0;0;0;
91d7ab7c-2074-461b-93ed-6c368cb94475;4497.609702355337;4667.587920491838;0.0;0.0;159;10;Enthusiastic Pancake;0;none;0;0;0;
40357c36-4952-479c-a534-232a87c8f365;3629.147887461338;2167.475499792651;0.0;0.0;302;0;Nondescript Cruatssk;4;SHIP_SYSTEM:OXYGEN2:;0;0;0;
0bd56fa9-e51d-4841-852c-a0175ef090cb;7525.774250014488;11521.446931969349;0.0;0.0;7;6;Unsightly Naunet;1;none;0;0;0;
595eda42-c408-4839-ab07-6d03864af095;6713.253914615809;11814.597396737887;0.0;0.0;69;6;Unsightly Naunet;1;none;0;0;0;
25649a7b-508e-49ef-8d88-9907f15b20fc;7107.703804519664;11938.341274552957;0.0;0.0;204;6;Unsightly Naunet;0;none;0;0;0;
ff138291-a3a8-4e7d-9058-a824af9fdc65;7247.135690332171;11053.557622087104;0.0;0.0;135;6;Unsightly Naunet;2;none;0;0;0;
dfd9740e-82be-4d8c-a167-4f7ca8f33a5d;7061.707823023463;11659.601684905729;0.0;0.0;243;6;Unsightly Naunet;1;none;0;0;0;
7de0e9d4-7f45-48df-a5ba-a09781b15077;6964.972795130323;10981.166394783715;0.0;0.0;0;0;Unsightly Naunet;3;none;1;0;0;
