ac1a04ba-2817-40c5-8972-57743ed6e71a;PILOTING2;15;6;2;1;0;10000;0;0;1;1;
565e520a-643f-4abe-aad2-3e43042830f6;REACTOR4;3;3;2;2;0;8000;0;0;38;0;1;
28afcfc6-42a3-44ef-955e-e7f207dddf00;OXYGEN1;11;6;2;1;0;1000;1;0;1;1;1;
68bff11b-bc6b-457d-ac65-23642d4cb621;DOOR_CONTROL5;11;8;2;1;0;5000;0;0;1;1;1;
f15f9ead-d4e7-4e55-a3d1-bff302537486;ENGINES7;4;5;2;1;0;2600;0;0;7;1;1;
e2346f31-8b39-4dc9-9d09-97b9af6f86b9;HYPERDRIVE1;9;4;2;2;0;1000;0;0;37;0;1;
eb6babe5-f0a3-436a-ad0c-93a467817ae0;SHIELDS1;3;8;2;2;0;1000;2;0;40;0;1;
011d81d9-6e56-4682-9341-c4de3c3f9eea;BOU_Railgun4;9;7;2;2;0;2600;0;0;39;0;0.0;0.0;0.0;0;
98874742-aa23-4cf1-998c-2a471e854480;WEAPONS_CONTROL1;11;4;2;1;0;2000;0;0;1;1;
1ba93a99-67a2-453c-b04d-87eb4a58c3f6;SENSORS2;6;6;2;1;0;2000;0;0;13;1;1;
9d4eaf18-1d95-4a82-abb3-b69201f4150e;CAPACITOR4;7;5;2;1;0;12000;0;0;0;0;
