5786.0;3290.0;7f103266-edca-4e60-990d-cda126f02b7d
5255.0;3290.0;0ab25fb9-afb2-42e6-b82a-80dab003d501
5206.0;3436.0;acd57891-7af6-480b-afcc-41c10ffa03fc
5542.0;3386.0;88c6d899-013f-4e10-9355-15b21ec190f0
5550.0;3290.0;e33cd5e8-d3bb-4c7d-8508-9b657b0a70bc
5206.0;3288.0;3878659b-0fe3-429f-91b5-7dd380fc1e8b
5210.0;3290.0;e67c0782-f407-4d2a-af64-9249a374180b
1894.0;11644.0;1cb9a1a0-1077-4e00-be0f-c5d021cefcc3
2086.0;11658.0;b6b7bf8f-ff9e-4d51-8334-18fb72cf50c1
2184.0;11688.0;f1433d05-60d4-452d-8f10-5700ccf7a799
2324.0;11592.0;44cf22d5-b07a-4f76-b4b7-e68976a98733
2324.0;11590.0;0e3ba700-0636-4f1e-8559-c1c6a4205401
