7152.0;3600.0;9b749e7e-e634-4e18-bbdf-27bb654ef8f0
1920.0;6360.0;a2e37f43-9951-4561-9f9a-c445985d65b4
6528.0;4536.0;50e755a4-bcd7-4a44-9bb0-2a5350c8115a
3624.0;6888.0;28b1aa84-ef86-4adc-af27-fc5dcd1630a8
12312.0;6024.0;ede612d1-5359-4c8f-8068-5f0191292344
10704.0;4200.0;15e8a86c-31f1-4e24-835e-86850fa27508
6960.0;9432.0;51bda034-811f-4a22-ad6f-b829e24548ec
5736.0;3960.0;887b7fa2-2ec1-4ab8-8ca8-23c0f5bfb99d
10824.0;3288.0;a86817a9-ba1c-46cb-b022-763bc28e8a11
9864.0;4104.0;5c8ed25a-aea0-4b56-9da3-b9f042298c9c
