ec7bea78-904d-4a7a-a839-06426a06851e;PILOTING1;15;6;2;1;0;5000;0;0;1;1;
5f239788-68dc-4159-a1b6-a6b6ff25ebc0;REACTOR4;13;4;2;2;0;8000;0;0;38;0;1;
045fc783-b687-480a-945d-d9ec113d7f8c;OXYGEN2;2;6;2;1;0;2000;2;0;1;1;1;
60b5eac9-a3ad-4737-92e9-95efaf3693aa;DOOR_CONTROL5;13;6;2;1;0;5000;0;0;1;1;1;
1a24221c-8198-4ef3-bacd-31716a900cc1;ENGINES8;4;5;2;1;0;2800;0;0;7;1;1;
61e502ac-896c-472d-addb-387117969515;HYPERDRIVE4;13;7;2;2;0;5000;0;0;37;0;1;
5bd2235d-0582-4b71-91d9-596613a6ba17;SHIELDS2;3;8;2;2;0;2000;4;0;40;0;1;
8574bb6b-c6eb-47c0-96d1-25a8b119d649;Pierce_laser4;9;4;2;2;0;1900;0;0;37;0;0.0;0.0;0.0;0;
11b7c963-117e-48e6-9e6c-7e20ede7786d;Emp1;3;3;2;2;0;1000;0;0;38;0;0.0;0.0;0.0;0;
a0a93dcd-05d9-4a02-8b68-6a3c4401b006;WEAPONS_CONTROL1;11;4;2;1;0;2000;0;0;1;1;
9be2fce4-9770-441c-b621-241ff103abd8;SENSORS3;9;6;2;1;0;2000;0;0;14;1;1;
b509f2ce-bf72-4df1-bc53-6e8b1a59ea52;CAPACITOR2;4;7;2;1;0;4000;0;0;0;0;
77b51536-edd1-4ca6-a698-72832760697b;BOU_TELEPORT2;11;6;2;1;0;1000;2;1600;1;1;1;
