12586.0;11066.0;b4cc99f7-45dc-43d7-ae50-9ec31c3660c2
12600.0;11020.0;7fa715d4-483c-4e06-84d4-4f79c5f4dd28
12308.0;11060.0;581f7ec2-7201-4af1-ba0c-c24673ab370d
12114.0;11066.0;fd74b7f6-4314-45f9-8769-c67244041dd0
12554.0;11104.0;4f53209e-ac8b-493e-aa98-d9b7a710e2fe
9478.0;12034.0;fe6ca3c8-9d67-472f-9325-e03f91b2ee69
9574.0;11878.0;9f1bde0c-2c97-48af-9c80-b2652134d37a
9864.0;11978.0;5ea8b89a-c487-49fb-9676-ac3ed02579ce
9622.0;11978.0;b6f0f605-3861-44dd-971a-405019248ada
9670.0;12020.0;73b331d5-95d1-4395-986e-116f2eb8c5d0
6404.0;6266.0;a79dc251-21ac-462f-8be8-3fd7b53d59f5
6074.0;6020.0;d1c882f8-4621-4f85-8195-6377e6cdad59
6120.0;6020.0;71ce726e-b223-4947-88ba-2cabdedb15f0
6576.0;6240.0;5114300e-1abf-40d8-90b1-03103949e0aa
6576.0;6240.0;9940e713-46e2-4f53-87e2-4e368e7c8454
6508.0;6164.0;fab12550-95f4-4fd7-90f1-77e5277ed02f
6510.0;6168.0;7bdfa378-5c4e-4fad-8132-18cbbdd57b96
5282.0;8426.0;935ff434-2333-480d-ab78-daab962c033a
5496.0;8426.0;1add2319-48f4-47fd-b12b-c2f707a4b221
5592.0;8378.0;6dca75e4-8dc3-421d-84ce-0d748ddbbd3a
5616.0;8352.0;5196fd3c-6c88-46de-b13c-934977bb34e4
5376.0;8472.0;c575c647-a070-43bc-a95d-0c5c5de3044a
