3add8ffb-2ef5-4a02-82bc-54456c21f3dd;PILOTING2;1;3;2;1;0;10000;0;0;1;1;
ecd88560-5ef8-4d53-ab0e-2433225cc984;REACTOR4;10;4;2;2;0;8000;0;0;45;0;1;
fc1838ec-d1bf-43ec-b0aa-b295230102c3;OXYGEN2;5;4;2;1;0;2000;2;0;1;1;1;
ecdd9ec4-e709-4b60-b5ed-c6b607688c55;DOOR_CONTROL4;1;6;2;1;0;4000;0;0;1;1;1;
5be1ef97-ee6b-47f1-a56c-9524488ba422;ENGINES2;5;5;2;1;0;1400;0;0;1;1;1;
20559bae-2906-44ea-892a-ce63ec0f7e9e;HYPERDRIVE3;2;4;2;2;0;4000;0;0;47;0;1;
adabb8d5-0349-41c4-9232-7e0c1e6bd755;SHIELDS1;3;2;2;2;0;1000;2;0;37;0;1;
30c6c89a-d144-43d0-998a-f0ddd9203d1c;Basic_ML1;3;6;2;2;0;800;0;0;39;0;0.0;0.0;0.0;0;
8354450b-c694-4c7f-a685-affe1e5dfc3a;Basic_ML3;7;4;2;2;0;1200;0;0;60;0;0.0;0.0;0.0;0;
40525ea2-fe0a-4936-bd8f-677f66c9cdd1;WEAPONS_CONTROL1;4;4;1;2;0;2000;0;0;26;1;
e4c197d5-1b0d-4e79-9e07-fb88d945c4cf;SENSORS1;9;4;1;2;0;1000;0;0;22;1;1;
616aed83-f3f1-46f2-87d6-1618e8285b08;BOU_TELEPORT2;12;4;1;2;0;1000;2;1600;21;1;1;
